Total Length of Bwd Packet,Flow Bytes/s,Total TCP Flow Time,Total Fwd Packet,Fwd IAT Std,Bwd Packet Length Std,Flow Duration,Average Packet Size
0.0,0.0,5670592,4,3239684.7016823,0.0,5670592,0.0
312.0,2126984.126984127,0,2,0.0,0.0,189,100.5
69.0,2452.655703429697,0,1,0.0,0.0,49742,61.0
196.0,10895.78308242535,0,2,0.0,0.0,24046,65.5
166.0,1966.3266560157304,0,2,0.0,0.0,113918,56.0
46.0,414414.4144144144,0,2,0.0,0.0,222,23.0
67.0,1364.2722532459277,0,1,0.0,0.0,86493,59.0
334.0,13109.329260532011,0,2,0.0,0.0,31428,103.0
5444.0,1039.9091923689225,5883206,11,1747596.8353382505,692.9232074541676,5883206,322.0
6083.0,24275.870971906214,309855,19,23987.241923327398,531.9999101614254,309855,208.94444444444449
230.0,5427.307535035872,0,1,0.0,0.0,53802,146.0
162.0,1188405.7971014492,0,2,0.0,0.0,207,61.5
236.0,1695652.1739130437,0,2,0.0,0.0,184,78.0
336.0,2039215.6862745096,0,2,0.0,0.0,204,104.0
860.0,2345.99434137476,552431,5,125603.41833724112,384.6036921299638,552431,129.6
0.0,0.0,8995196,3,2125226.401418917,0.0,8995196,0.0
188.0,1384615.3846153845,0,2,0.0,0.0,182,63.0
187.0,32.06720462974983,5831503,4,3310568.8791481643,132.22896808188435,5831503,31.166666666666668
133.0,2866.333322717284,0,1,0.0,0.0,62798,90.0
187.0,34.852037259996195,5365540,4,3035425.680968706,132.22896808188435,5365540,31.166666666666668
414.0,5.228184482533396,0,4,62268983.69764913,6.350852961085882,107876836,70.5
282.0,1386363.6363636362,0,2,0.0,0.0,264,91.5
65.0,2363.380048096857,0,1,0.0,0.0,48236,57.0
350.0,1803418.8034188035,0,2,0.0,0.0,234,105.5
104.0,4584.294891785692,0,1,0.0,0.0,32066,73.5
206.0,1505263.1578947369,0,2,0.0,0.0,190,71.5
545.0,171.88254680405774,5451397,6,2173790.3911401625,243.73140954747709,5451397,85.18181818181819
214.0,4045.5855522356487,0,2,0.0,0.0,75638,76.5
6094.0,64.56915895354106,117749714,15,21292198.16205396,552.0100902210778,117749714,237.59375
64.0,551.9715734639666,0,2,0.0,0.0,231896,32.0
194.0,5411.661661661661,0,4,19628.177101639707,0.0,63936,57.66666666666666
170.0,1284313.725490196,0,2,0.0,0.0,204,65.5
208.0,6381.514462680653,0,2,0.0,0.0,47951,76.5
48.0,2081.977878985036,0,1,0.0,0.0,46110,48.0
113.0,458563.5359116022,0,1,0.0,0.0,362,83.0
288.0,835616.4383561644,0,2,0.0,0.0,438,91.5
93.0,3113.6072519460045,0,1,0.0,0.0,50745,79.0
470.0,8690.614136732329,0,2,0.0,0.0,62136,135.0
224.0,1928994.0828402368,0,2,0.0,0.0,169,81.5
3938.0,1068.2683411246032,6089294,13,1421744.594424333,558.9624316535056,6089294,271.0416666666667
209.0,753246.7532467532,0,1,0.0,0.0,385,145.0
264.0,5408.292715497095,0,2,0.0,0.0,59908,81.0
176.0,5312.746440874943,0,1,0.0,0.0,48186,128.0
194.0,11056.202362006868,0,2,0.0,0.0,23878,66.0
372.0,1363636.3636363635,0,6,110.895446254569,0.0,572,65.0
142.0,1325581.3953488371,0,2,0.0,0.0,172,57.0
220.0,1207692.3076923075,0,2,0.0,0.0,260,78.5
4522.0,46.93003086361303,116961355,15,21068712.898105584,472.9388173960772,116961355,171.53125
188.0,1642857.142857143,0,2,0.0,0.0,168,69.0
112.0,750000.0,0,2,0.0,0.0,256,48.0
669.0,17.085506829093703,615380079,16,4231727.946548732,132.43063703831388,114307408,65.1
900.0,236.666165596524,0,4,2580915.6293021925,155.88457268119896,4470432,132.25
282.0,1605381.1659192825,0,2,0.0,0.0,223,89.5
92.0,2202898.5507246377,0,2,0.0,0.0,69,38.0
326.0,17.31804505954869,60861373,11,5142345.463554273,98.29269833235097,60861373,47.90909090909091
177.0,9594.973252950667,0,1,0.0,0.0,23554,113.0
156.0,138.72836618408795,5442290,7,2071936.778898784,63.68673331236264,5442290,58.07692307692308
135.0,3063.998023227082,0,1,0.0,0.0,60705,93.0
98.0,1051282.0512820513,0,2,0.0,0.0,156,41.0
0.0,41333333.333333336,0,2,0.0,0.0,3,62.0
330.0,12515.725299183898,0,2,0.0,0.0,31001,97.0
374.0,234.96143268810624,6035033,9,1934489.2501500235,79.89412637091307,6035033,83.41176470588235
264.0,1580487.8048780488,0,2,0.0,0.0,205,81.0
187.0,4888.077705750309,0,1,0.0,0.0,47667,116.5
5337.0,100.08077431897102,60870832,17,4987958.400038062,551.3486457466515,60870832,184.6060606060606
317.0,6924.7486095252125,0,1,0.0,0.0,54298,188.0
172.0,6733.167082294265,0,1,0.0,0.0,32080,108.0
7168.0,71.15162172130088,116582023,23,4925096.238206308,546.0087086131713,116582023,180.32608695652172
4769.0,372.9702947830538,16041492,16,3854782.422887226,600.1203604025587,16041492,213.67857142857144
332.0,1658536.5853658535,0,2,0.0,0.0,246,102.0
120.0,6738.151543619812,0,2,0.0,0.0,30869,52.0
114.0,104847.801578354,0,2,0.0,0.0,1774,46.5
112.0,329959.5141700405,0,1,0.0,0.0,494,81.5
126.0,1605839.416058394,0,2,0.0,0.0,137,55.0
3396.0,70.3600485100316,61455330,17,5022857.272382069,571.3563035803714,61455330,144.13333333333333
4102.0,39.66650126537325,118084526,12,23818453.656551745,529.579174972074,118084526,187.36
188.0,1746835.4430379749,0,2,0.0,0.0,158,69.0
48.0,1142.0685717004926,0,1,0.0,0.0,84058,48.0
102.0,3556.805492369412,0,2,0.0,0.0,48358,43.0
112.0,876712.3287671233,0,2,0.0,0.0,219,48.0
162.0,1315508.0213903743,0,2,0.0,0.0,187,61.5
331816.0,2980.0238396738905,116093031,151,2626801.986929601,1009.8985849382998,116093031,925.0267379679144
228.0,617821.7821782178,0,2,0.0,0.0,505,78.0
148.0,3397.435897435897,0,2,0.0,0.0,62400,53.0
746.0,10.309899641877404,115423044,17,4453332.063911942,192.6163717513822,115423044,37.1875
102.0,851485.1485148515,0,2,0.0,0.0,202,43.0
340.0,16263.806627181048,0,4,17815.008588266242,0.0,31235,84.66666666666667
18776.0,2806.077402664897,7073219,17,1238171.878989624,1063.854809146932,7073219,640.258064516129
8692.0,127.34983419576744,76168140,20,4837369.149206729,561.5842709098372,76168140,215.55555555555557
6939.0,72.54396211995392,115888349,24,5008950.203650812,567.4151466224715,115888349,178.87234042553192
272.0,948863.6363636364,0,2,0.0,0.0,352,83.5
204.0,2991.5520256177974,0,2,0.0,0.0,94934,71.0
204.0,1714285.7142857143,0,2,0.0,0.0,168,72.0
0.0,0.0,5721605,4,3236307.794022431,0.0,5721605,0.0
0.0,34210526.31578947,0,13,1.4433756729740643,0.0,19,50.0
264.0,437.0221835851077,0,4,595340.5035775745,12.701705922171769,1061731,58.0
71.0,274509.8039215686,0,1,0.0,0.0,459,63.0
0.0,0.0,5440327,4,2973260.810578906,0.0,5440327,0.0
46.0,360784.3137254902,0,2,0.0,0.0,255,23.0
16037.0,49379.06309339477,348103,21,40521.50667858528,844.986905846849,348103,419.2439024390244
158.0,1353658.536585366,0,2,0.0,0.0,164,55.5
3776.0,8529.79651462693,484654,8,36497.09100149529,643.0649822751752,484654,258.375
6954.0,6630.831486212926,1436019,40,162186.4438739369,307.38013413345925,1436019,110.72093023255816
136.0,1195402.2988505748,0,2,0.0,0.0,174,52.0
1215.0,554.9214611904619,4218615,6,1732597.2630261483,543.3645185324489,4218615,212.8181818181818
482.0,1249.9801695372364,1512824,9,288915.5774468185,132.03841432379767,1512824,118.1875
344.0,4342.358416543956,0,2,0.0,0.0,93037,101.0
154.0,2.815640830316132,0,2,0.0,4.242640687119285,88079416,62.0
158.0,2179.1996968069984,0,1,0.0,0.0,94989,103.5
170.0,546610.1694915254,0,1,0.0,0.0,472,129.0
113.0,233380.4809052334,0,1,0.0,0.0,707,82.5
96.0,1045751.633986928,0,2,0.0,0.0,153,40.0
218.0,5478.590246012293,0,4,17731.58149555006,0.0,76297,69.66666666666667
3776.0,19156.80404823029,215798,8,29666.87310709339,643.0649822751752,215798,258.375
3968.0,822.5595739008584,5270135,10,1614606.5550236308,622.3485472672965,5270135,240.83333333333331
256.0,1764102.5641025642,0,2,0.0,0.0,195,86.0
6634.0,6822.690218381474,1372186,48,147357.56825414256,307.9139788276718,1372186,99.59574468085108
5451.0,1564.6890510870169,3708085,10,816955.3291308391,939.096145998146,3708085,341.29411764705884
154.0,1150000.0,0,2,0.0,0.0,200,57.5
14087.0,45931.14922182564,413532,11,64192.41725589991,1052.3230111425958,413532,759.76
186.0,6626.293349265405,0,1,0.0,0.0,36823,122.0
4824.0,49.26266065895738,117614435,15,21200042.003451817,488.9535419408173,117614435,181.0625
163.0,7979.071288423806,0,1,0.0,0.0,30580,122.0
662.0,2798507.462686567,0,2,0.0,0.0,268,187.5
336.0,380603.84263494966,0,2,0.0,0.0,1093,104.0
284.0,2009852.2167487685,0,2,0.0,0.0,203,102.0
0.0,0.0,5963215,4,3030553.421416348,0.0,5963215,0.0
116.0,778210.1167315175,0,2,0.0,0.0,257,50.0
3591.0,37.18804367467872,115359658,23,5005191.872702019,487.63214733148095,115359658,102.14285714285714
116.0,2321.428571428572,0,1,0.0,0.0,67200,78.0
4026.0,912.7119279693762,5053073,10,1631965.2672516585,662.4852828554004,5053073,242.73684210526315
123.0,824.2093695307094,0,1,0.0,0.0,196552,81.0
162.0,1113122.1719457014,0,2,0.0,0.0,221,61.5
112.0,1280000.0,0,2,0.0,0.0,150,48.0
96.0,888888.8888888889,0,2,0.0,0.0,180,40.0
424.0,8892.792446615798,0,2,0.0,0.0,54651,121.5
32369.0,430.546475573321,101083164,57,3684935.914227265,619.5678688616845,101083164,418.47115384615387
414.0,2204651.162790697,0,2,0.0,0.0,215,118.5
538.0,19344.5752465797,0,2,0.0,0.0,31430,152.0
196.0,1330275.229357798,0,2,0.0,0.0,218,72.5
0.0,0.0,5793730,4,3256550.5454060333,0.0,5793730,0.0
0.0,0.0,85536,1,0.0,0.0,85536,0.0
260.0,905852.417302799,0,2,0.0,0.0,393,89.0
10511.0,240.85792687259877,115856681,27,5054617.585325742,574.769167317563,115856681,481.1206896551725
4733.0,54.120437554096014,117718930,17,20065710.85200922,543.8945151311452,117718930,212.36666666666667
3776.0,31029.979133202225,133226,8,18465.54364859305,663.3397463198019,133226,275.6
13669.0,219.8115480405216,90140851,24,4826995.675036735,728.7388238136713,90140851,404.3673469387755
158.0,978354.9783549784,0,2,0.0,0.0,231,56.5
48.0,5833.383970346965,0,1,0.0,0.0,16457,48.0
0.0,30952380.952380955,0,13,2.0056737702645644,0.0,21,50.0
0.0,0.0,5249225,4,2988466.1146777845,0.0,5249225,0.0
156.0,127.97592764325805,5899547,8,2189458.190686824,63.68673331236264,5899547,53.92857142857143
48.0,1113.0305735585675,0,1,0.0,0.0,86251,48.0
128.0,1997.307201897442,0,2,0.0,0.0,112151,56.0
300.0,2065934.065934066,0,2,0.0,0.0,182,94.0
282.0,6455.314875914503,0,4,17561.26325182787,0.0,69710,75.0
94.0,1775.208530104578,0,2,0.0,0.0,87877,39.0
284.0,11844.985193768509,0,2,0.0,0.0,31068,92.0
180.0,1457.623956341247,0,2,0.0,0.0,171512,62.5
0.0,0.0,5188886,4,2907369.684395559,0.0,5188886,0.0
81.0,908.7341746008798,0,1,0.0,0.0,145257,66.0
84.0,4593.326552708422,0,1,0.0,0.0,30479,70.0
162.0,4572.188623563397,0,2,0.0,0.0,48117,55.0
176.0,79.67609122567457,6087146,9,2070606.8238867803,54.09999559897878,6087146,30.3125
344.0,6967.0677031255045,0,2,0.0,0.0,62006,108.0
545.0,182.63021027227688,5130586,6,2214659.9354889,243.73140954747709,5130586,85.18181818181819
3776.0,12867.200776887594,321282,8,39661.52613829992,643.0649822751752,321282,258.375
186.0,2528.694758885004,0,2,0.0,0.0,101238,64.0
472.0,17925.162446784674,0,2,0.0,0.0,31241,140.0
5375.0,3822.287667111365,1538869,12,257024.6143186927,760.9090974258716,1538869,255.7391304347826
138.0,315.17236407772685,0,2,0.0,0.0,596499,47.0
9950.0,92.74511299241588,115628734,24,4998788.774024648,643.8085248477737,115628734,218.8571428571429
4987.0,51.71744717955183,117658553,15,21203734.394412216,486.5684614183895,117658553,190.15625
0.0,0.0,8999850,3,2122038.764049328,0.0,8999850,0.0
223.0,4926.016804223363,0,1,0.0,0.0,53796,132.5
7803.0,133.25863409946035,65234047,17,4988640.388121689,726.1553269263604,65234047,248.37142857142857
276.0,1600000.0,0,2,0.0,0.0,215,86.0
106.0,927835.0515463918,0,2,0.0,0.0,194,45.0
118.0,1342105.2631578946,0,2,0.0,0.0,152,51.0
142.0,1452229.2993630574,0,2,0.0,0.0,157,57.0
267.0,4.790200973281017,0,2,0.0,60.10407640085654,75153423,90.0
172.0,1305263.1578947369,0,2,0.0,0.0,190,62.0
3776.0,7052.308889082227,586191,8,47091.711987911214,643.0649822751752,586191,258.375
388.0,2464454.9763033176,0,2,0.0,0.0,211,130.0
3876.0,73.07050919476585,66552157,13,16830462.761581983,543.7519112845868,66552157,187.03846153846155
250.0,10591.174021648629,0,2,0.0,0.0,30025,79.5
2498.0,120.97863629514232,24235684,9,4537002.628057049,620.1847650959695,24235684,183.25
6585.0,535.8270800499168,17365677,14,3019068.240525057,1056.5995121930855,17365677,310.1666666666667
46.0,32.89099166339865,182550669,6,2241272.427258565,23.0,5138185,16.9
60.0,2148.005865708325,0,1,0.0,0.0,48417,52.0
114.0,1289473.6842105263,0,2,0.0,0.0,152,49.0
110.0,6029.3127224912605,0,2,0.0,0.0,31181,47.0
746.0,10.225118207725377,115695484,17,4454336.17272134,192.6163717513822,115695484,36.96875
200.0,11931.8888014252,0,2,0.0,0.0,24137,72.0
6399.0,28727.20071454264,247431,16,17138.135737088127,639.3622022304929,247431,245.1034482758621
5517.0,103.23615856342204,60676415,16,5100281.719813548,795.9054315959629,60676415,208.8
283.0,5.803376980634972,0,2,0.0,16.263455967290593,67719192,98.25
154.0,6552.484754119631,0,1,0.0,0.0,30828,101.0
190.0,918518.5185185184,0,2,0.0,0.0,270,62.0
8555.0,13390.327551071126,704165,18,52693.03872443404,590.8130229933392,704165,235.725
162.0,1154929.5774647887,0,2,0.0,0.0,213,61.5
146.0,1151515.1515151516,0,2,0.0,0.0,198,57.0
238.0,1401785.7142857143,0,2,0.0,0.0,224,78.5
63.0,3774.620822181044,0,1,0.0,0.0,29142,55.0
859.0,17755.779197630734,72934,5,13853.374125701892,384.1564785344639,72934,129.5
88.0,742268.0412371134,0,2,0.0,0.0,194,36.0
310.0,10136.567987106624,0,4,13836.199237266472,0.0,47156,79.66666666666667
0.0,0.0,5897961,4,3365140.893174608,0.0,5897961,0.0
1291.0,12152.87800935281,138568,5,10965.5811937474,645.5,138568,187.11111111111111
98.0,5258.432730537386,0,2,0.0,0.0,31188,41.0
172.0,4540.016564925304,0,4,17402.4918139137,0.0,65198,49.333333333333336
5152.0,80.6495595993185,75065506,17,4998147.313832769,546.8904826379775,75065506,183.45454545454547
46.0,46.34546789314874,180687619,6,1558178.3053830198,26.558112382722783,3646527,18.77777777777778
154.0,83.25617502269219,6149694,9,2039249.1822540788,40.08324670815311,6149694,34.13333333333333
174.0,2.5923413003383526,0,2,0.0,32.526911934581186,102224194,66.25
125.0,409.3481131298407,0,1,0.0,0.0,400637,82.0
0.0,0.0,5804421,4,3262736.8626312786,0.0,5804421,0.0
56.0,1351.3133076208442,0,1,0.0,0.0,71042,48.0
3776.0,18244.00361879124,226595,8,22982.162494090106,663.3397463198019,226595,275.6
67.0,1372.4760398250676,0,1,0.0,0.0,85976,59.0
96.0,2.9058178574947875,0,2,0.0,0.0,66074341,48.0
254.0,11280.279072800184,0,2,0.0,0.0,30673,86.5
152.0,1187817.2588832488,0,2,0.0,0.0,197,58.5
254.0,5486.394183100143,0,4,35367.323143451686,0.0,90770,83.0
96.0,683760.6837606838,0,2,0.0,0.0,234,40.0
3776.0,17349.482537204443,238278,8,22269.019965820124,1540.0848028598946,238278,318.0
796.0,10.907735263952324,0,4,49091490.05816258,40.4145188432738,85077239,116.0
660.0,24262.98774046925,0,2,0.0,0.0,31241,189.5
48.0,3321.914253088342,0,1,0.0,0.0,28899,48.0
3151.0,675.4523190315482,5448201,10,1136226.220541136,588.9423934962933,5448201,216.4705882352941
21397.0,201.10439013106523,115616571,30,4900581.747946886,780.6688415902642,115616571,387.51666666666665
314.0,2259067.357512953,0,2,0.0,0.0,193,109.0
3753.0,66.68205639065594,75747514,19,4908673.584504668,489.7966341831504,75747514,148.55882352941177
114.0,1180722.8915662651,0,2,0.0,0.0,166,49.0
104.0,1113924.0506329115,0,2,0.0,0.0,158,44.0
46.0,26.547924659189054,181790497,6,2773789.2202596613,26.558112382722783,6365846,18.77777777777778
28166.0,41115.416727295335,707861,28,45729.88472619655,771.1948531586953,707861,538.9629629629629
153.0,4342.8962625419845,0,1,0.0,0.0,46743,101.5
118.0,1525423.7288135593,0,2,0.0,0.0,118,45.0
80.0,3983.195892329237,0,1,0.0,0.0,32135,64.0
250.0,14015.59130867474,0,2,0.0,0.0,24116,84.5
127092.0,3831.2310997269474,33687344,59,4343617.7406404745,497.7280776852351,33687344,860.4266666666666
284.0,2054644.8087431693,0,2,0.0,0.0,183,94.0
5727.0,79.93664995098547,118143555,25,16573384.425752845,419.8302551290142,118143555,178.18867924528303
5112.0,18564.87600093291,385890,13,25012.934888167303,588.0057204421802,385890,286.56
366.0,29.1238098932724,0,3,5563458.171619698,28.844410203711917,17477109,84.83333333333333
254.0,10806.985944485545,0,2,0.0,0.0,31091,84.0
122.0,799.7503218507393,0,1,0.0,0.0,205064,82.0
250.0,1812865.4970760236,0,2,0.0,0.0,171,77.5
0.0,0.0,898919909,6,20010173.121825863,0.0,63017647,0.0
0.0,0.0,5287618,4,3018799.724092728,0.0,5287618,0.0
5146.0,947.743514176441,5804313,15,1346892.1783480311,722.9939603251653,5804313,220.04
3243.0,433.8648428119793,10314272,8,3675222.8084425214,811.9081873967676,10314272,298.3333333333333
203.0,3377.453217708809,0,1,0.0,0.0,76685,129.5
110.0,5411.469675971754,0,1,0.0,0.0,30306,82.0
3305.0,4793.179254649996,799678,13,139564.97948973338,657.93604498136,799678,182.52380952380952
242.0,3445.287339104011,0,2,0.0,0.0,93461,80.5
0.0,0.0,6275182,5,1936063.9173926224,0.0,6275182,0.0
449899.0,7894.9344380131315,58852167,190,3408183.4655603026,447.0784841190632,58852167,963.9709543568464
107.0,2571.874712960411,0,1,0.0,0.0,65322,84.0
228.0,12181.927469445,0,2,0.0,0.0,24955,76.0
318.0,2166.1010736085577,0,2,0.0,0.0,180047,97.5
187713.0,1644.6284757551296,116533310,89,3364170.103028864,1093.1850947952412,116533310,982.8410256410256
3361.0,50070.22097384936,112502,9,13880.637181751728,601.4939585256507,112502,331.3529411764706
1805.0,43.85939051588379,51049501,9,5258634.867605687,601.6666666666666,51049501,124.38888888888889
61.0,3527.219486223879,0,1,0.0,0.0,30052,53.0
1080799.0,9203.727955503262,118447873,376,4204663.388729426,755.1763526206498,118447873,1070.88605108055
192.0,4484.3049327354265,0,2,0.0,0.0,61548,69.0
44301.0,690.8497220573038,66664281,36,3869834.36844644,976.8613708275736,66664281,648.6619718309859
350.0,1922746.78111588,0,2,0.0,0.0,233,112.0
772.0,64.80825839194989,32310697,8,11535066.424939988,211.4209071969941,32310697,161.07692307692307
123.0,5519.053876478319,0,1,0.0,0.0,30440,84.0
101162.0,9245.566628884084,11015658,41,1550420.6935842466,953.826850055609,11015658,1008.3762376237624
202.0,1443298.969072165,0,2,0.0,0.0,194,70.0
0.0,0.0,5662008,4,2809505.1252095983,0.0,5662008,0.0
152.0,1200000.0,0,2,0.0,0.0,195,58.5
159.0,7767.493041620817,0,1,0.0,0.0,30898,120.0
13668.0,4317.377981759317,3875732,17,472816.4720271096,668.7894243464433,3875732,478.0857142857143
87.0,1366.4313368253247,0,1,0.0,0.0,96602,66.0
116.0,283828.38283828384,0,1,0.0,0.0,606,86.0
205.0,3.1310774134837174,0,2,0.0,50.20458146424488,96452422,75.5
194.0,8559.384753998134,0,2,0.0,0.0,31077,66.5
62.0,3499.109023165397,0,1,0.0,0.0,30865,54.0
168.0,702380.9523809524,0,2,0.0,0.0,336,59.0
214.0,1891891.891891892,0,2,0.0,0.0,148,70.0
209.0,9497.920282972522,0,1,0.0,0.0,30533,145.0
362.0,13928.794503435352,0,2,0.0,0.0,32020,111.5
220.0,914.522995927901,0,2,0.0,0.0,323666,74.0
200.0,1944.1284899526472,0,1,0.0,0.0,123963,120.5
328.0,4.410338602666766,0,2,0.0,70.71067811865476,97271443,107.25
122.0,1367741.935483871,0,2,0.0,0.0,155,53.0
5006.0,21773.40367817599,274647,13,26061.02694245671,797.9834440156494,274647,230.0
310.0,11081.80498476763,0,4,17616.400095744117,0.0,48909,90.33333333333331
5881.0,167.8548654540082,68332842,26,4331751.596759548,514.2445773949561,68332842,254.88888888888889
6320.0,16072.073752054172,429005,12,40567.70644244015,726.3218795597946,429005,299.7826086956522
196.0,9393.6252915263,0,2,0.0,0.0,30872,72.5
106.0,2532.467532467532,0,1,0.0,0.0,61600,78.0
262.0,14104.037082524464,0,2,0.0,0.0,25241,89.0
134.0,1426573.4265734265,0,2,0.0,0.0,143,51.0
247.0,4902.847929451637,0,1,0.0,0.0,60781,149.0
177.0,540.814922696674,0,1,0.0,0.0,421586,114.0
96.0,1134751.7730496454,0,2,0.0,0.0,141,40.0
387.0,7.97582453997973,366228069,10,25813097.370615788,30.403722858169253,118232290,42.86363636363637
0.0,0.0,5954000,4,3396751.9748867936,0.0,5954000,0.0
79.0,4070.55630936228,0,1,0.0,0.0,30954,63.0
1492.0,19.90301330016964,118424279,19,4620963.175232883,254.807509046862,118424279,67.34285714285714
142.0,514211.8863049096,0,1,0.0,0.0,387,99.5
204.0,1303167.4208144797,0,2,0.0,0.0,221,72.0
0.0,2131546.1346633416,9624,19,1749.801131557526,0.0,9624,707.3793103448276
4173.0,827.6509680486101,6006155,9,2022974.7957459604,1123.607201319546,6006155,310.6875
0.0,62000000.0,0,2,0.0,0.0,2,62.0
262.0,14075.656654518034,0,2,0.0,0.0,23871,84.0
4787.0,171.72451840231864,32703542,14,9015950.837687451,777.7202974791844,32703542,244.17391304347825
100.0,3367.948358125175,0,2,0.0,0.0,49882,42.0
