Total Length of Bwd Packet,Flow Bytes/s,Total TCP Flow Time,Total Fwd Packet,Fwd IAT Std,Bwd Packet Length Std,Flow Duration,Average Packet Size
300.0,2849673.202614379,0,2,0.0,0.0,153,109.0
125.0,6894.004678074603,0,1,0.0,0.0,24369,84.0
108.0,1150000.0,0,2,0.0,0.0,160,46.0
60.0,2164.457116693376,0,1,0.0,0.0,48049,52.0
153.0,144.96232911047767,5435895,8,1944359.677618304,62.46198844097104,5435895,56.285714285714285
630.0,3688338.4932920537,0,2,0.0,0.0,969,893.5
6634.0,5881.994469681004,1575316,38,173401.10424978138,319.1214274880295,1575316,115.825
144.0,883.0977684465705,0,2,0.0,0.0,231005,51.0
65.0,3743.350627175412,0,1,0.0,0.0,30454,57.0
5106.0,52.121181541206354,116574487,15,21090072.409806423,505.82278093645175,116574487,202.53333333333333
154.0,7408.135837676599,0,2,0.0,0.0,30507,56.5
23696.0,206.76083754747825,118673344,22,17658409.005673327,663.128547794069,118673344,490.74
96.0,3073.5265470444365,0,1,0.0,0.0,46201,71.0
116.0,7033.355795148248,0,1,0.0,0.0,23744,83.5
31.0,1626.698850815973,120248306,4,21988.67436507561,21.920310216782973,38114,10.333333333333334
254.0,11110.401634633805,0,2,0.0,0.0,31322,87.0
249.0,3172.2603456442,0,1,0.0,0.0,90787,144.0
0.0,0.0,2790374,4,1538296.5888782088,0.0,2790374,0.0
113.0,462395.5431754875,0,1,0.0,0.0,359,83.0
310.0,15363.846747235792,0,4,14282.490959212962,0.0,31112,79.66666666666667
350.0,3563.869391716095,0,2,0.0,0.0,119533,106.5
19953.0,7221.048764808522,3266700,16,578364.8811425436,1809.9402530968307,3266700,786.3
6153.0,6426.766134021163,1039403,13,99776.42886925506,936.4740568167967,1039403,267.2
176211.0,10009.029115482012,17713806,70,1794471.7587643152,1034.033696522775,17713806,1036.830409356725
212.0,1923566.878980892,0,2,0.0,0.0,157,75.5
6990.0,67.1480703438148,117531300,15,21209698.36188394,651.7954921878209,117531300,292.2962962962963
82.0,2743.539569506365,0,1,0.0,0.0,49571,68.0
120.0,1202312.1387283236,0,2,0.0,0.0,173,52.0
7191.0,1393.6947580637388,5705697,11,1490542.9570761416,935.0858881310412,5705697,361.45454545454544
154.0,1106796.1165048543,0,2,0.0,0.0,206,57.0
46.0,661870.5035971224,0,2,0.0,0.0,139,23.0
104.0,1239436.6197183095,0,2,0.0,0.0,142,44.0
120.0,1115151.5151515151,0,2,0.0,0.0,165,46.0
3776.0,6907.833724064293,598451,8,84533.55098167488,643.0649822751752,598451,258.375
140.0,223194.74835886213,0,2,0.0,0.0,914,51.0
46.0,34.11720815453763,181284113,6,2173616.11946804,26.558112382722783,4953512,18.77777777777778
250.0,1115789.4736842106,0,2,0.0,0.0,285,79.5
238.0,1119.771741902576,0,1,0.0,0.0,250944,140.5
3943.0,23771.93306685394,189383,11,14795.249969350149,536.9187272734764,189383,195.7391304347826
105.0,4834.413128555924,0,1,0.0,0.0,30407,73.5
96.0,963855.421686747,0,2,0.0,0.0,166,40.0
126.0,5185.690613120187,0,4,17976.392695235976,0.0,51295,44.333333333333336
0.0,0.0,5920199,4,3377837.115862802,0.0,5920199,0.0
1089.0,47.64555544292423,67960169,18,4738121.47930836,124.96159409994736,67960169,98.12121212121212
0.0,0.0,6307606,5,2044859.4994162803,0.0,6307606,0.0
274.0,2082352.9411764704,0,2,0.0,0.0,170,88.5
112.0,6736.372277555069,0,1,0.0,0.0,24197,81.5
162.0,1171428.5714285714,0,2,0.0,0.0,210,61.5
80.0,1020.4882643849596,0,1,0.0,0.0,127390,65.0
100.0,3493.0865994386118,0,2,0.0,0.0,48095,42.0
2065.0,1551.6329011424534,3065158,11,674318.1218610891,418.91171835814976,3065158,237.8
254.0,4984.423676012461,0,2,0.0,0.0,62595,78.0
150.0,4528.491760660824,0,2,0.0,0.0,47698,54.0
126.0,3468.7603855101365,0,1,0.0,0.0,48144,83.5
198.0,8702.329152802662,0,2,0.0,0.0,31256,68.0
3710.0,773.8439602589274,5268504,9,1727996.703019755,664.139543569974,5268504,254.8125
105.0,3411.620311622392,0,1,0.0,0.0,48071,82.0
194.0,297482.83752860414,0,2,0.0,0.0,874,65.0
84613.0,735.9487833320813,119387384,54,4103417.638860068,706.8254883126829,119387384,691.8346456692914
96.0,924855.4913294796,0,2,0.0,0.0,173,40.0
19442.0,1928.563681795583,10243893,13,2864776.232804067,1067.195648595398,10243893,705.5714285714286
266.0,1645.0392390242014,0,2,0.0,0.0,206682,85.0
72.0,5157.131345688961,0,1,0.0,0.0,24820,64.0
154.0,7322.478080739956,0,2,0.0,0.0,31137,57.0
178.0,10236.512981384409,0,2,0.0,0.0,24227,62.0
123.0,351401.8691588785,0,1,0.0,0.0,535,94.0
120.0,692.835646394007,0,2,0.0,0.0,230935,40.0
236.0,7967.353284104159,0,4,17952.129270182224,0.0,61752,82.0
190.0,4041.7868609331967,0,2,0.0,0.0,61359,62.0
104.0,931216.9312169312,0,2,0.0,0.0,189,44.0
41994.0,1197.6552144686095,35697252,28,3299118.791709611,1146.2530382015163,35697252,737.1206896551724
4025.0,81.60811732280307,60263613,9,21188114.584626205,661.0431150840315,60263613,307.375
46.0,38.40028502554755,181434020,6,1910345.2428251551,26.558112382722783,4401009,18.77777777777778
206.0,1975000.0,0,2,0.0,0.0,160,79.0
182.0,8112.284316250321,0,2,0.0,0.0,31064,63.0
102.0,1055214.7239263805,0,2,0.0,0.0,163,43.0
114.0,5235.0976361767725,0,1,0.0,0.0,31136,81.5
28663.0,56294.588497551325,523958,21,44999.89719391765,922.5164009382164,523958,641.2173913043479
196.0,1104247.104247104,0,2,0.0,0.0,259,71.5
456.0,15298.707259236597,0,4,22521.56798123375,0.0,39219,75.0
452.0,1564705.882352941,0,2,0.0,0.0,340,133.0
79034.0,2512.65464619215,31929577,36,5306945.393021511,861.2841995514171,31929577,891.4222222222222
256.0,1285714.2857142857,0,2,0.0,0.0,252,81.0
264.0,6846.420420928071,0,2,0.0,0.0,47324,81.0
264.0,911602.2099447512,0,2,0.0,0.0,362,82.5
174.0,7830.803299207292,0,2,0.0,0.0,31159,61.0
1065.0,33.530331051761856,115089827,21,4661593.837677944,101.96598697605,115089827,104.29729729729728
109.0,35.197291272221776,0,2,0.0,17.67766952966369,5739078,50.5
3262.0,691.9604932630976,5585579,11,1619604.0167867818,655.74750149298,5585579,203.42105263157896
6540.0,73.01432497388366,116333336,19,4773488.116322054,696.018245206847,116333336,223.52631578947367
264.0,1696969.696969697,0,2,0.0,0.0,198,84.0
204.0,1870967.741935484,0,2,0.0,0.0,155,72.5
0.0,0.0,757884019,2,0.0,0.0,64096474,0.0
113.0,35.937883524600736,0,2,0.0,19.091883092036785,5565158,50.0
102.0,811320.7547169811,0,2,0.0,0.0,212,43.0
5481.0,49314.28922849851,130084,16,11343.679413580729,652.9393679215691,130084,237.59259259259255
2266.0,732.9391676814637,3675612,6,1510686.4268552558,1013.3860074029049,3675612,244.9090909090909
252.0,1656250.0,0,2,0.0,0.0,192,79.5
6876.0,1389.2385807605444,5270513,10,1679221.2535633475,1384.9511984984244,5270513,366.1
204.0,1564245.810055866,0,2,0.0,0.0,179,70.0
112.0,335390.9465020576,0,1,0.0,0.0,486,81.5
92.0,4.162444549779631,192601712,8,21618286.7681094,26.558112382722783,62703538,21.75
158.0,1262569.832402235,0,2,0.0,0.0,179,56.5
755.0,9.933637095677687,361415348,14,2767647.4750748803,201.7822376438804,117580297,41.71428571428572
8529.0,91.40694168781846,119509523,24,5000780.37512293,640.6340152992515,119509523,237.4782608695652
4630.0,44.53624819345035,116983361,12,23603104.222908616,603.0704516861772,116983361,217.08333333333331
1492.0,20.327424900212524,116197699,19,4762521.675683573,254.807509046862,116197699,67.48571428571428
452.0,16076.279172903154,0,4,20673.18108887293,0.0,36078,72.5
174.0,1370786.5168539328,0,2,0.0,0.0,178,61.0
140.0,7.187382063899652,0,2,0.0,11.31370849898476,34504914,62.0
136.0,1276073.6196319018,0,2,0.0,0.0,163,52.0
180.0,1422222.2222222222,0,2,0.0,0.0,180,64.0
196.0,1323671.497584541,0,2,0.0,0.0,207,68.5
0.0,0.0,5077223,5,1890868.8958208915,0.0,5077223,0.0
184.0,7922.705314009661,0,2,0.0,0.0,31050,61.5
1086.0,780.7671599984072,3465822,9,701288.6235690389,313.9120099645759,3465822,150.33333333333334
122.0,7832.354289047203,0,1,0.0,0.0,24003,94.0
6419.0,136.59495605701932,63135567,21,4606242.111529908,533.6588863848741,63135567,215.6
226.0,11321.984198093996,0,2,0.0,0.0,24554,69.5
462.0,828.2610072951869,0,2,0.0,0.0,647139,134.0
879.0,32.40714132689484,115653521,18,4823883.730286052,226.9568240877546,115653521,113.57575757575758
444.0,2379629.6296296297,0,2,0.0,0.0,216,128.5
6958.0,163.8766264710447,67068747,36,9918965.248748347,337.4555917787764,67068747,140.9102564102564
3942.0,24278.304320669147,184115,9,17986.492519189425,1089.8447188068174,184115,235.26315789473685
4599.0,1038.2282480081826,5585477,11,1518375.059543769,575.6120154302656,5585477,241.625
187.0,3112.8815258395543,0,1,0.0,0.0,75814,118.0
310.0,8832.396317118879,0,4,17489.094354292145,0.0,61365,90.33333333333331
3776.0,6540.4251750995545,632069,9,65798.18911194072,1072.6383138695692,632069,258.375
84.0,4598.607278938379,0,1,0.0,0.0,30444,70.0
4595.0,47.47466268938263,117873402,15,21330301.05116483,487.38721344874585,117873402,180.51612903225808
860.0,11957.21157825995,108721,5,15000.156051966038,384.6036921299638,108721,130.0
96.0,4713.148057857956,0,1,0.0,0.0,30765,72.5
12912.0,145.2545644367339,117848276,26,5022934.831044269,747.493625107746,117848276,317.0
148.0,7141.196399508421,0,1,0.0,0.0,30107,107.5
612.0,28832.05733832872,0,2,0.0,0.0,24556,177.0
163.0,238.3578868824861,0,1,0.0,0.0,868442,103.5
134.0,1380116.9590643274,0,2,0.0,0.0,171,59.0
77724.0,676.6988924695081,115902362,46,4360472.951505823,973.4214411869498,115902362,746.9619047619047
143.0,4221.536135089156,0,1,0.0,0.0,47613,100.5
6004.0,90.97645823207084,76272479,20,4917790.7537974175,585.4644310289054,76272479,192.75
130.0,377210.21611001965,0,1,0.0,0.0,509,96.0
79.0,4129.52281069743,0,1,0.0,0.0,30512,63.0
254.0,1660000.0,0,2,0.0,0.0,200,83.0
440.0,3049.6861199675227,201988,22,31579.17808763357,16.21352234643376,201988,12.32
594.0,27.151761612147297,116161892,21,4944820.824222946,108.66949352752782,116161892,83.0
1152.0,68.19140739456137,239736556,32,6771330.062744056,0.0,111450992,158.33333333333334
16166.0,194.77172779175703,116854742,36,4612185.090725397,633.5966204635944,116854742,303.46666666666664
112.0,3406.6921646080214,0,1,0.0,0.0,47847,81.5
0.0,0.0,5720681,4,3262675.655077185,0.0,5720681,0.0
192.0,8508.150938494513,0,2,0.0,0.0,30794,65.5
220.0,3032.4625111822056,0,4,17644.401576704153,0.0,131906,66.66666666666667
196.0,4179.89760870974,0,2,0.0,0.0,61724,64.5
136.0,3379.476181191915,0,2,0.0,0.0,61548,52.0
3776.0,15350.681757419126,269304,8,44776.07463069237,643.0649822751752,269304,258.375
106.0,2243.661655822302,0,2,0.0,0.0,80226,45.0
345.0,132.52817711241642,12269089,7,3980844.87399137,154.2886904474855,12269089,135.5
250.0,1783783.783783784,0,2,0.0,0.0,185,82.5
116.0,1351351.3513513517,0,2,0.0,0.0,148,50.0
172.0,7940.38204952976,0,2,0.0,0.0,30729,61.0
121.0,2596.559558584875,0,1,0.0,0.0,70863,92.0
108.0,910891.0891089108,0,2,0.0,0.0,202,46.0
12419.0,685.4612671130528,20923137,18,3250121.649581741,796.254256289623,20923137,448.1875
356.0,13881.302014716752,0,2,0.0,0.0,31121,108.0
4621.0,17948.450380882812,287490,14,24199.58762919477,621.2068020467024,287490,206.4
121.0,3625.290023201856,0,1,0.0,0.0,48272,87.5
0.0,0.0,5410637,4,3082586.536702633,0.0,5410637,0.0
228.0,1885057.471264368,0,2,0.0,0.0,174,82.0
3923.0,30121.89891107329,144546,14,14303.280389835629,743.5809826628017,144546,181.41666666666663
127644.0,23874.508264605403,5563968,54,685567.1433775305,685.2577511318638,5563968,976.7426470588236
112.0,5272.180353850632,0,1,0.0,0.0,30917,81.5
228.0,2152.640502001393,0,2,0.0,0.0,142151,76.5
110.0,2613.4666580092203,0,1,0.0,0.0,61604,80.5
134.0,1364161.8497109823,0,2,0.0,0.0,173,59.0
140.0,3349.5474416599964,0,4,14215.247459447666,0.0,81205,45.333333333333336
1090.0,316.71536390967526,5910670,8,1758289.9778201978,281.4367898244056,5910670,133.71428571428572
219.0,5.799736663402932,0,2,0.0,9.192388155425116,56037027,81.25
158.0,1284090.9090909092,0,2,0.0,0.0,176,56.5
144.0,1208333.3333333333,0,2,0.0,0.0,192,58.0
136.0,3584.1635113774214,0,1,0.0,0.0,54406,97.5
536.0,2137184.115523465,0,2,0.0,0.0,277,148.0
162.0,1012345.6790123456,0,2,0.0,0.0,243,61.5
858.0,1421.2820777758968,909742,5,242822.8107495944,383.7092649389639,909742,129.3
112.0,424479.1666666666,0,1,0.0,0.0,384,81.5
1766.0,39.293505290240745,55658053,10,4965012.998887116,558.4582347857357,55658053,109.35
421.0,9.035856175168773,0,2,0.0,62.932503525602726,59540567,134.5
138.0,3513.365704910426,0,2,0.0,0.0,60341,53.0
146.0,1200000.0,0,2,0.0,0.0,190,57.0
662.0,9.186835429035153,115709050,18,4808924.338439922,149.05116571164416,115709050,31.264705882352946
5742.0,1086.0009677518888,5606809,10,1822587.623527452,1379.4868611190177,5606809,380.5625
46.0,32.641866573956044,180827449,6,2151070.636554272,26.558112382722783,5177400,18.77777777777778
3099.0,758.1747786946464,7161937,10,1572940.4340672758,565.7974019028366,7161937,339.375
228.0,1788888.8888888888,0,2,0.0,0.0,180,80.5
202.0,6.734350658250989,0,2,0.0,59.39696961966999,42468831,71.5
156.0,6622.088703685758,0,1,0.0,0.0,30957,102.5
1519.0,6805.08355451922,362817,11,61239.69381055976,555.2737763181931,362817,145.23529411764707
60.0,4418.950499256426,0,1,0.0,0.0,23535,52.0
190.0,3910.717058914882,0,2,0.0,52.32590180780452,70831,69.25
152.0,892.3637220173762,0,1,0.0,0.0,220762,98.5
117.0,3025.2887395744538,0,1,0.0,0.0,59829,90.5
1770.0,19.069364801528405,115945131,17,4447087.647833096,457.0120348524752,115945131,69.09375
142.0,1019230.7692307692,0,2,0.0,0.0,208,53.0
0.0,737966.7601985754,27798,18,5401.19956855991,0.0,27798,732.6428571428571
188.0,1073929.9610894942,0,2,0.0,0.0,257,69.0
0.0,32500000.0,0,13,1.4354811251305468,0.0,20,50.0
266.0,9943.571755375931,0,2,0.0,0.0,32785,81.5
337.0,2183.8550320354307,0,1,0.0,0.0,179957,196.5
191.0,3701.576360967516,0,1,0.0,0.0,62676,116.0
20461.0,2399.122350253732,8824477,11,2509726.0047045443,1096.5760000152857,8824477,814.2692307692307
4799.0,115.9924059560866,61150555,18,4903691.533773346,570.4702905331288,61150555,214.93939393939397
110.0,6045.793671211732,0,2,0.0,0.0,31096,47.0
194.0,202.4672197946864,0,1,0.0,0.0,1180438,119.5
152.0,4777.557728822557,0,2,0.0,0.0,48979,58.5
149.0,3210.5635773910467,0,1,0.0,0.0,60737,97.5
746.0,211.66291456953596,0,4,2387848.833375416,23.671361036774652,4167003,110.25
112.0,6342.159505311559,0,2,0.0,0.0,25228,40.0
3950.0,6315.412293405396,736769,10,52372.71007033255,569.9183195064805,736769,221.57142857142856
438.0,2909.401061410159,211040,22,32301.811943943707,16.04903201353367,211040,12.28
2048.0,147.6271717558581,15796550,8,4012883.457550776,584.5636549313228,15796550,166.57142857142858
3669.0,764.3446908909169,5216233,9,1791324.5717821242,1492.3797103954475,5216233,284.7857142857143
4003.0,76.91083323325519,60602646,16,4731619.975068472,557.7183371467569,60602646,160.72413793103448
0.0,0.0,6022625,4,3435837.724017293,0.0,6022625,0.0
3776.0,15503.817824515085,266644,8,45764.65926527441,643.0649822751752,266644,258.375
136.0,1333333.3333333333,0,2,0.0,0.0,156,52.0
350.0,2009049.773755656,0,2,0.0,0.0,221,111.0
180.0,258064.51612903224,0,2,0.0,0.0,992,64.0
71.0,4122.90173750859,0,1,0.0,0.0,30561,63.0
208.0,5800.906773321935,0,4,17469.175777160563,0.0,65507,63.333333333333336
238.0,11144.588071403115,0,2,0.0,0.0,30867,86.0
266.0,1788359.7883597882,0,2,0.0,0.0,189,84.5
111.0,5241.870247532762,0,1,0.0,0.0,30905,81.0
2534.0,1092.1230841261956,5715473,7,2166000.7604047065,626.1573284726451,5715473,445.8571428571428
1962.0,189.26079069251335,12643929,8,3762523.6366112353,741.5662960441039,12643929,159.53333333333333
162.0,10108.065907876897,0,2,0.0,0.0,24337,61.5
250.0,10076.713041217006,0,2,0.0,0.0,30764,77.5
157.0,3269.584647739222,0,1,0.0,0.0,60864,99.5
69.0,678.131913332518,0,1,0.0,0.0,179906,61.0
580.0,2561264.822134387,0,2,0.0,0.0,253,162.0
5265.0,120.79499349228252,62055552,18,4852312.880796719,555.958760032741,62055552,227.1515151515152
170.0,3613.218822090664,0,2,0.0,0.0,71958,65.0
128.0,1367.748639892414,0,1,0.0,0.0,130872,89.5
4026.0,829.5011769851914,5559968,9,1908383.3159038792,1488.8754625075742,5559968,288.25
247.0,6298.214097009404,0,1,0.0,0.0,47315,149.0
228.0,1464788.7323943663,0,2,0.0,0.0,213,78.0
344.0,1676348.5477178425,0,2,0.0,0.0,241,101.0
154.0,86.98399494493013,6001104,9,1985967.9206018697,40.08324670815311,6001104,34.8
3776.0,13204.672422549518,313071,8,58677.89491509274,643.0649822751752,313071,258.375
794.0,55.6134616457511,0,4,9779245.46207426,35.218366420567165,16938345,117.75
170.0,6814.900375397055,0,2,0.0,0.0,34630,59.0
62505.0,573.6235903220638,114135822,47,4311486.972039314,708.5312481895326,114135822,611.8785046728972
139163.0,1203.1807776412447,116409772,60,10603433.942026917,359.4141615201568,116409772,859.2760736196319
79.0,4107.713372889092,0,1,0.0,0.0,30674,63.0
109.0,2023.8739783948229,0,1,0.0,0.0,77574,78.5
166.0,7183.631582323135,0,2,0.0,0.0,31182,56.0
107.0,2534.437075193786,0,1,0.0,0.0,60763,77.0
194.0,4102.7583159755095,0,2,0.0,0.0,63372,65.0
405.0,3881.015997564853,236536,5,29592.708847225644,181.12150617748296,236536,91.8
5721.0,60.98536620859526,116077027,22,4979701.7736912975,487.3947641557942,116077027,157.3111111111111
117.0,56.692075538072,181524377,8,1528923.927818454,21.96132965009177,4127561,18.0
123.0,1218.188664200757,0,1,0.0,0.0,135447,82.5
200.0,3916.44908616188,0,2,0.0,0.0,68940,67.5
252.0,1776536.312849162,0,2,0.0,0.0,179,79.5
58.0,3268.507926131721,0,1,0.0,0.0,30595,50.0
7822.0,695.1806904931136,12569394,8,3687774.204040097,696.9930336014047,12569394,485.44444444444446
23164.0,1542.5512843368765,16064944,17,2683898.158354992,967.6122260045188,16064944,635.4102564102565
118.0,1127071.8232044198,0,2,0.0,0.0,181,51.0
4026.0,908.65564944519,5110847,10,1647635.0520100354,640.4156983293482,5110847,232.2
464.0,18428.680396643784,0,4,18675.85261775216,0.0,32775,75.5
344.0,16733.266733266733,0,2,0.0,0.0,24024,100.5
7074.0,1028.7419330214386,7558747,11,1852392.575554956,900.2903896600728,7558747,409.2631578947368
386.0,7436.656794998355,0,2,0.0,0.0,60780,113.0
96.0,2.9048128679458003,0,2,0.0,0.0,66097201,48.0
5610.0,50180.14853062525,122399,13,10690.999344889338,858.7308464627707,122399,267.0434782608696
108.0,1856.647863672379,0,1,0.0,0.0,84561,78.5
4597.0,47.91120177298591,117154231,15,21130685.040482946,487.4418555068901,117154231,181.06451612903223
68.0,3816.4297299875966,0,1,0.0,0.0,31443,60.0
5181.0,110.15844941138268,60585457,17,5008678.582705908,557.8134352733256,60585457,208.5625
139.0,410416.6666666666,0,1,0.0,0.0,480,98.5
1030.0,245.68170659115904,5486774,5,2437475.052354024,420.4957391777789,5486774,122.54545454545456
0.0,0.0,2633177,4,1447349.3872330897,0.0,2633177,0.0
114.0,1152941.1764705882,0,2,0.0,0.0,170,49.0
194.0,3985.7738533235215,0,2,0.0,0.0,65232,65.0
3792.0,112.09273816264049,847334560,24,10742836.674981711,0.0,76971980,239.66666666666663
102.0,7365.536142514559,0,2,0.0,0.0,23352,43.0
3119.0,652.1237195455031,5327210,11,1506963.5558139938,734.330728655433,5327210,193.0
172.0,9049.443532202153,0,2,0.0,0.0,27405,62.0
114.0,179911.69977924944,0,1,0.0,0.0,906,81.5
352.0,1760617.7606177605,0,2,0.0,0.0,259,114.0
238.0,1284552.8455284552,0,2,0.0,0.0,246,79.0
5757.0,121.28865179119651,60920786,19,4882044.985003071,572.0933745173655,60920786,211.11428571428573
12752.0,1654.818483760529,11424818,17,2486162.8748743683,713.5157292635059,11424818,525.1666666666666
742.0,341.5849245712685,5427640,9,1735538.6726207298,200.13763121554985,5427640,109.05882352941175
6408.0,164.6060267837042,47750378,15,4630139.317698014,788.7708504663788,47750378,291.1111111111111
112.0,3410.495800827045,0,1,0.0,0.0,46914,80.0
118.0,1333333.3333333333,0,2,0.0,0.0,153,51.0
122.0,1139393.9393939397,0,2,0.0,0.0,165,47.0
178.0,1719512.1951219512,0,2,0.0,0.0,164,70.5
276.0,1790575.9162303663,0,2,0.0,0.0,191,85.5
